step,index,overlap,shared_primes,entropy,coherence_norm,remaining_high_overlap,eta,step_time_ms,runtime_slope
step,index,overlap,shared_primes,entropy,coherence_norm,remaining_high_overlap,eta,step_time_ms,runtime_slope
Total permutations: 120
Start permutation: (1, 2, 3, 4, 5) | Index: 0 | Factors: {0: 1}
0,33,4,0,0.6931,14,3,73.57,1211.0,0.0000
→ (2, 3, 4, 5, 1) | Overlap: 4 | ETA: 73.6s | Index: 33 | Factors: {3: 1, 11: 1} | Step Time: 1211.0ms

1,64,4,0,-0.0000,12,3,66.74,464.4,-373.3228
→ (3, 4, 5, 1, 2) | Overlap: 4 | ETA: 66.7s | Index: 64 | Factors: {2: 6} | Step Time: 464.4ms

2,90,4,1,1.0397,13,3,62.68,450.0,-253.6764
→ (4, 5, 1, 2, 3) | Overlap: 4 | ETA: 62.7s | Index: 90 | Factors: {2: 1, 3: 2, 5: 1} | Step Time: 450.0ms

3,96,4,2,0.4506,13,2,59.74,436.0,-193.7422
→ (5, 1, 2, 3, 4) | Overlap: 4 | ETA: 59.7s | Index: 96 | Factors: {2: 5, 3: 1} | Step Time: 436.0ms

4,32,3,1,-0.0000,10,1,57.29,418.0,-158.5996
→ (2, 3, 4, 1, 5) | Overlap: 3 | ETA: 57.3s | Index: 32 | Factors: {2: 5} | Step Time: 418.0ms

5,61,4,0,-0.0000,61,3,55.52,424.0,-131.1710
→ (3, 4, 1, 5, 2) | Overlap: 4 | ETA: 55.5s | Index: 61 | Factors: {61: 1} | Step Time: 424.0ms

6,76,4,0,0.6365,23,3,53.99,415.0,-113.7148
→ (4, 1, 5, 2, 3) | Overlap: 4 | ETA: 54.0s | Index: 76 | Factors: {2: 2, 19: 1} | Step Time: 415.0ms

7,18,4,1,0.6365,8,3,52.63,411.0,-99.9998
→ (1, 5, 2, 3, 4) | Overlap: 4 | ETA: 52.6s | Index: 18 | Factors: {2: 1, 3: 2} | Step Time: 411.0ms

8,105,4,1,1.0986,15,1,52.13,472.0,-82.1109
→ (5, 2, 3, 4, 1) | Overlap: 4 | ETA: 52.1s | Index: 105 | Factors: {3: 1, 5: 1, 7: 1} | Step Time: 472.0ms

9,60,3,2,1.0397,12,1,51.58,466.0,-74.4998
→ (3, 4, 1, 2, 5) | Overlap: 3 | ETA: 51.6s | Index: 60 | Factors: {2: 2, 3: 1, 5: 1} | Step Time: 466.0ms

10,73,4,0,-0.0000,73,3,50.47,402.0,-6.2353
→ (4, 1, 2, 5, 3) | Overlap: 4 | ETA: 50.5s | Index: 73 | Factors: {73: 1} | Step Time: 402.0ms

11,4,4,0,-0.0000,4,3,49.42,397.0,-5.2969
→ (1, 2, 5, 3, 4) | Overlap: 4 | ETA: 49.4s | Index: 4 | Factors: {2: 2} | Step Time: 397.0ms

12,45,4,0,0.6365,11,3,48.40,387.0,-4.9028
→ (2, 5, 3, 4, 1) | Overlap: 4 | ETA: 48.4s | Index: 45 | Factors: {3: 2, 5: 1} | Step Time: 387.0ms

13,112,4,0,0.5004,15,1,47.33,369.0,-4.9000
→ (5, 3, 4, 1, 2) | Overlap: 4 | ETA: 47.3s | Index: 112 | Factors: {2: 4, 7: 1} | Step Time: 369.0ms

14,72,3,1,0.6730,12,1,46.28,359.0,-6.4972
→ (4, 1, 2, 3, 5) | Overlap: 3 | ETA: 46.3s | Index: 72 | Factors: {2: 3, 3: 2} | Step Time: 359.0ms

15,1,4,0,0.0000,0,3,45.27,352.0,-6.2967
→ (1, 2, 3, 5, 4) | Overlap: 4 | ETA: 45.3s | Index: 1 | Factors: {} | Step Time: 352.0ms

16,35,4,0,0.6931,12,3,44.35,354.0,-5.7001
→ (2, 3, 5, 4, 1) | Overlap: 4 | ETA: 44.3s | Index: 35 | Factors: {5: 1, 7: 1} | Step Time: 354.0ms

17,70,4,2,1.0986,14,3,43.38,334.0,-13.8030
→ (3, 5, 4, 1, 2) | Overlap: 4 | ETA: 43.4s | Index: 70 | Factors: {2: 1, 5: 1, 7: 1} | Step Time: 334.0ms

18,114,4,1,1.0986,24,1,42.46,330.0,-13.5999
→ (5, 4, 1, 2, 3) | Overlap: 4 | ETA: 42.5s | Index: 114 | Factors: {2: 1, 3: 1, 19: 1} | Step Time: 330.0ms

19,30,2,2,1.0986,10,0,41.55,322.1,-7.9930
→ (2, 3, 1, 4, 5) | Overlap: 2 | ETA: 41.5s | Index: 30 | Factors: {2: 1, 3: 1, 5: 1} | Step Time: 322.1ms

20,51,4,1,0.6931,20,3,40.70,323.0,-7.4029
→ (3, 1, 4, 5, 2) | Overlap: 4 | ETA: 40.7s | Index: 51 | Factors: {3: 1, 17: 1} | Step Time: 323.0ms

21,16,4,0,-0.0000,8,3,39.87,317.0,-7.0000
→ (1, 4, 5, 2, 3) | Overlap: 4 | ETA: 39.9s | Index: 16 | Factors: {2: 4} | Step Time: 317.0ms

22,93,4,0,0.6931,34,2,39.27,363.9,-0.5102
→ (4, 5, 2, 3, 1) | Overlap: 4 | ETA: 39.3s | Index: 93 | Factors: {3: 1, 31: 1} | Step Time: 363.9ms

23,104,4,0,0.5623,19,2,38.67,359.0,0.0025
→ (5, 2, 3, 1, 4) | Overlap: 4 | ETA: 38.7s | Index: 104 | Factors: {2: 3, 13: 1} | Step Time: 359.0ms

24,50,3,1,0.6365,12,1,38.08,356.3,0.4261
→ (3, 1, 4, 2, 5) | Overlap: 3 | ETA: 38.1s | Index: 50 | Factors: {2: 1, 5: 2} | Step Time: 356.3ms

25,13,4,0,-0.0000,13,3,37.49,351.0,-0.2996
→ (1, 4, 2, 5, 3) | Overlap: 4 | ETA: 37.5s | Index: 13 | Factors: {13: 1} | Step Time: 351.0ms

26,83,4,0,-0.0000,83,2,36.85,331.0,-0.2970
→ (4, 2, 5, 3, 1) | Overlap: 4 | ETA: 36.9s | Index: 83 | Factors: {83: 1} | Step Time: 331.0ms

27,44,4,0,0.6365,15,3,36.24,334.0,0.4025
→ (2, 5, 3, 1, 4) | Overlap: 4 | ETA: 36.2s | Index: 44 | Factors: {2: 2, 11: 1} | Step Time: 334.0ms

28,109,4,0,-0.0000,109,1,35.59,313.0,-0.9095
→ (5, 3, 1, 4, 2) | Overlap: 4 | ETA: 35.6s | Index: 109 | Factors: {109: 1} | Step Time: 313.0ms

29,12,3,0,0.6365,7,1,34.97,318.0,-0.4945
→ (1, 4, 2, 3, 5) | Overlap: 3 | ETA: 35.0s | Index: 12 | Factors: {2: 2, 3: 1} | Step Time: 318.0ms

30,81,4,1,-0.0000,12,2,34.35,308.0,-0.8974
→ (4, 2, 3, 5, 1) | Overlap: 4 | ETA: 34.3s | Index: 81 | Factors: {3: 4} | Step Time: 308.0ms

31,34,4,0,0.6931,19,3,33.74,307.0,-5.6924
→ (2, 3, 5, 1, 4) | Overlap: 4 | ETA: 33.7s | Index: 34 | Factors: {2: 1, 17: 1} | Step Time: 307.0ms

32,67,4,0,-0.0000,67,3,33.14,306.0,-5.3025
→ (3, 5, 1, 4, 2) | Overlap: 4 | ETA: 33.1s | Index: 67 | Factors: {67: 1} | Step Time: 306.0ms

33,100,4,0,0.6931,14,1,32.53,293.0,-6.3288
→ (5, 1, 4, 2, 3) | Overlap: 4 | ETA: 32.5s | Index: 100 | Factors: {2: 2, 5: 2} | Step Time: 293.0ms

34,80,3,2,0.5004,13,1,31.91,278.0,-7.3003
→ (4, 2, 3, 1, 5) | Overlap: 3 | ETA: 31.9s | Index: 80 | Factors: {2: 4, 5: 1} | Step Time: 278.0ms

35,31,4,0,-0.0000,31,3,31.30,280.0,-5.1001
→ (2, 3, 1, 5, 4) | Overlap: 4 | ETA: 31.3s | Index: 31 | Factors: {31: 1} | Step Time: 280.0ms

36,53,4,0,-0.0000,53,3,30.70,274.0,-6.0024
→ (3, 1, 5, 4, 2) | Overlap: 4 | ETA: 30.7s | Index: 53 | Factors: {53: 1} | Step Time: 274.0ms

37,22,4,0,0.6931,13,3,30.09,261.0,-5.1949
→ (1, 5, 4, 2, 3) | Overlap: 4 | ETA: 30.1s | Index: 22 | Factors: {2: 1, 11: 1} | Step Time: 261.0ms

38,117,4,0,0.6365,19,1,29.47,247.0,-7.1025
→ (5, 4, 2, 3, 1) | Overlap: 4 | ETA: 29.5s | Index: 117 | Factors: {3: 2, 13: 1} | Step Time: 247.0ms

39,48,2,1,0.5004,11,0,28.89,257.0,-5.1028
→ (3, 1, 2, 4, 5) | Overlap: 2 | ETA: 28.9s | Index: 48 | Factors: {2: 4, 3: 1} | Step Time: 257.0ms

40,3,4,1,-0.0000,3,3,28.30,247.0,-5.9999
→ (1, 2, 4, 5, 3) | Overlap: 4 | ETA: 28.3s | Index: 3 | Factors: {3: 1} | Step Time: 247.0ms

41,41,4,0,-0.0000,41,3,27.73,245.0,-6.1000
→ (2, 4, 5, 3, 1) | Overlap: 4 | ETA: 27.7s | Index: 41 | Factors: {41: 1} | Step Time: 245.0ms

42,94,4,0,0.6931,49,2,27.16,238.0,-5.5027
→ (4, 5, 3, 1, 2) | Overlap: 4 | ETA: 27.2s | Index: 94 | Factors: {2: 1, 47: 1} | Step Time: 238.0ms

43,108,4,1,0.6730,13,2,26.58,225.0,-5.3027
→ (5, 3, 1, 2, 4) | Overlap: 4 | ETA: 26.6s | Index: 108 | Factors: {2: 2, 3: 3} | Step Time: 225.0ms

44,2,3,1,-0.0000,2,1,26.01,219.0,-6.0998
→ (1, 2, 4, 3, 5) | Overlap: 3 | ETA: 26.0s | Index: 2 | Factors: {2: 1} | Step Time: 219.0ms

45,39,4,0,0.6931,16,3,25.46,221.0,-5.3002
→ (2, 4, 3, 5, 1) | Overlap: 4 | ETA: 25.5s | Index: 39 | Factors: {3: 1, 13: 1} | Step Time: 221.0ms

46,88,4,0,0.5623,17,2,24.99,270.0,0.9000
→ (4, 3, 5, 1, 2) | Overlap: 4 | ETA: 25.0s | Index: 88 | Factors: {2: 3, 11: 1} | Step Time: 270.0ms

47,66,4,2,1.0986,16,2,24.53,270.0,2.2974
→ (3, 5, 1, 2, 4) | Overlap: 4 | ETA: 24.5s | Index: 66 | Factors: {2: 1, 3: 1, 11: 1} | Step Time: 270.0ms

48,97,4,0,-0.0000,97,1,24.06,256.0,-0.1000
→ (5, 1, 2, 4, 3) | Overlap: 4 | ETA: 24.1s | Index: 97 | Factors: {97: 1} | Step Time: 256.0ms

49,38,3,0,0.6931,21,1,23.59,249.0,0.2050
→ (2, 4, 3, 1, 5) | Overlap: 3 | ETA: 23.6s | Index: 38 | Factors: {2: 1, 19: 1} | Step Time: 249.0ms

50,85,4,0,0.6931,22,2,23.12,247.0,0.1977
→ (4, 3, 1, 5, 2) | Overlap: 4 | ETA: 23.1s | Index: 85 | Factors: {5: 1, 17: 1} | Step Time: 247.0ms

51,52,4,0,0.6365,17,2,22.66,243.0,0.5026
→ (3, 1, 5, 2, 4) | Overlap: 4 | ETA: 22.7s | Index: 52 | Factors: {2: 2, 13: 1} | Step Time: 243.0ms

52,19,4,0,-0.0000,19,3,22.20,237.0,1.2028
→ (1, 5, 2, 4, 3) | Overlap: 4 | ETA: 22.2s | Index: 19 | Factors: {19: 1} | Step Time: 237.0ms

53,107,4,0,-0.0000,107,1,21.74,227.0,0.8024
→ (5, 2, 4, 3, 1) | Overlap: 4 | ETA: 21.7s | Index: 107 | Factors: {107: 1} | Step Time: 227.0ms

54,84,3,0,1.0397,14,1,21.27,219.0,-0.1998
→ (4, 3, 1, 2, 5) | Overlap: 3 | ETA: 21.3s | Index: 84 | Factors: {2: 2, 3: 1, 7: 1} | Step Time: 219.0ms

55,49,4,1,-0.0000,14,2,20.81,217.0,-5.3052
→ (3, 1, 2, 5, 4) | Overlap: 4 | ETA: 20.8s | Index: 49 | Factors: {7: 2} | Step Time: 217.0ms

56,5,4,0,-0.0000,5,3,20.35,209.0,-6.0950
→ (1, 2, 5, 4, 3) | Overlap: 4 | ETA: 20.4s | Index: 5 | Factors: {5: 1} | Step Time: 209.0ms

57,47,4,0,-0.0000,47,3,19.89,201.0,-5.4995
→ (2, 5, 4, 3, 1) | Overlap: 4 | ETA: 19.9s | Index: 47 | Factors: {47: 1} | Step Time: 201.0ms

58,118,4,0,0.6931,61,1,19.43,193.0,-5.6055
→ (5, 4, 3, 1, 2) | Overlap: 4 | ETA: 19.4s | Index: 118 | Factors: {2: 1, 59: 1} | Step Time: 193.0ms

59,24,1,1,0.5623,9,0,18.98,189.0,-5.7950
→ (2, 1, 3, 4, 5) | Overlap: 1 | ETA: 19.0s | Index: 24 | Factors: {2: 3, 3: 1} | Step Time: 189.0ms

60,9,4,1,-0.0000,6,2,18.52,176.0,-6.7026
→ (1, 3, 4, 5, 2) | Overlap: 4 | ETA: 18.5s | Index: 9 | Factors: {3: 2} | Step Time: 176.0ms

61,65,4,0,0.6931,18,2,18.07,177.0,-5.9974
→ (3, 4, 5, 2, 1) | Overlap: 4 | ETA: 18.1s | Index: 65 | Factors: {5: 1, 13: 1} | Step Time: 177.0ms

62,92,4,0,0.6365,27,3,17.63,175.0,-5.2026
→ (4, 5, 2, 1, 3) | Overlap: 4 | ETA: 17.6s | Index: 92 | Factors: {2: 2, 23: 1} | Step Time: 175.0ms

63,102,4,1,1.0986,22,2,17.19,167.0,-5.2028
→ (5, 2, 1, 3, 4) | Overlap: 4 | ETA: 17.2s | Index: 102 | Factors: {2: 1, 3: 1, 17: 1} | Step Time: 167.0ms

64,8,3,1,-0.0000,6,1,16.75,158.0,-5.8973
→ (1, 3, 4, 2, 5) | Overlap: 3 | ETA: 16.8s | Index: 8 | Factors: {2: 3} | Step Time: 158.0ms

65,63,4,0,0.6365,13,2,16.32,159.0,-5.0025
→ (3, 4, 2, 5, 1) | Overlap: 4 | ETA: 16.3s | Index: 63 | Factors: {3: 2, 7: 1} | Step Time: 159.0ms

66,82,4,0,0.6931,43,3,15.89,149.0,-5.2004
→ (4, 2, 5, 1, 3) | Overlap: 4 | ETA: 15.9s | Index: 82 | Factors: {2: 1, 41: 1} | Step Time: 149.0ms

67,42,4,1,1.0986,12,3,15.47,141.0,-5.1946
→ (2, 5, 1, 3, 4) | Overlap: 4 | ETA: 15.5s | Index: 42 | Factors: {2: 1, 3: 1, 7: 1} | Step Time: 141.0ms

68,99,4,1,0.6365,17,1,15.04,129.0,-6.0052
→ (5, 1, 3, 4, 2) | Overlap: 4 | ETA: 15.0s | Index: 99 | Factors: {3: 2, 11: 1} | Step Time: 129.0ms

69,62,3,0,0.6931,33,1,14.62,133.0,-4.2974
→ (3, 4, 2, 1, 5) | Overlap: 3 | ETA: 14.6s | Index: 62 | Factors: {2: 1, 31: 1} | Step Time: 133.0ms

70,79,4,0,-0.0000,79,3,14.24,180.0,0.2974
→ (4, 2, 1, 5, 3) | Overlap: 4 | ETA: 14.2s | Index: 79 | Factors: {79: 1} | Step Time: 180.0ms

71,28,4,0,0.6365,11,3,13.87,178.0,0.3025
→ (2, 1, 5, 3, 4) | Overlap: 4 | ETA: 13.9s | Index: 28 | Factors: {2: 2, 7: 1} | Step Time: 178.0ms

72,21,4,1,0.6931,10,2,13.50,172.0,0.5002
→ (1, 5, 3, 4, 2) | Overlap: 4 | ETA: 13.5s | Index: 21 | Factors: {3: 1, 7: 1} | Step Time: 172.0ms

73,113,4,0,-0.0000,113,1,13.12,158.0,0.0025
→ (5, 3, 4, 2, 1) | Overlap: 4 | ETA: 13.1s | Index: 113 | Factors: {113: 1} | Step Time: 158.0ms

74,78,3,0,1.0986,18,1,12.75,155.0,-0.3973
→ (4, 2, 1, 3, 5) | Overlap: 3 | ETA: 12.8s | Index: 78 | Factors: {2: 1, 3: 1, 13: 1} | Step Time: 155.0ms

75,25,4,0,-0.0000,10,3,12.39,148.0,-0.1001
→ (2, 1, 3, 5, 4) | Overlap: 4 | ETA: 12.4s | Index: 25 | Factors: {5: 2} | Step Time: 148.0ms

76,11,4,0,-0.0000,11,2,12.02,136.0,-0.5051
→ (1, 3, 5, 4, 2) | Overlap: 4 | ETA: 12.0s | Index: 11 | Factors: {11: 1} | Step Time: 136.0ms

77,71,4,0,-0.0000,71,2,11.65,137.0,0.8027
→ (3, 5, 4, 2, 1) | Overlap: 4 | ETA: 11.7s | Index: 71 | Factors: {71: 1} | Step Time: 137.0ms

78,116,4,0,0.6365,33,1,11.29,125.0,-0.8001
→ (5, 4, 2, 1, 3) | Overlap: 4 | ETA: 11.3s | Index: 116 | Factors: {2: 2, 29: 1} | Step Time: 125.0ms

79,6,2,1,0.6931,5,0,10.93,123.0,-5.7001
→ (1, 3, 2, 4, 5) | Overlap: 2 | ETA: 10.9s | Index: 6 | Factors: {2: 1, 3: 1} | Step Time: 123.0ms

80,57,4,1,0.6931,22,2,10.57,119.0,-5.9025
→ (3, 2, 4, 5, 1) | Overlap: 4 | ETA: 10.6s | Index: 57 | Factors: {3: 1, 19: 1} | Step Time: 119.0ms

81,40,4,0,0.5623,11,2,10.22,111.0,-6.0949
→ (2, 4, 5, 1, 3) | Overlap: 4 | ETA: 10.2s | Index: 40 | Factors: {2: 3, 5: 1} | Step Time: 111.0ms

82,91,4,0,0.6931,20,2,9.87,108.0,-5.0053
→ (4, 5, 1, 3, 2) | Overlap: 4 | ETA: 9.9s | Index: 91 | Factors: {7: 1, 13: 1} | Step Time: 108.0ms

83,98,4,1,0.6365,16,2,9.53,95.0,-6.0024
→ (5, 1, 3, 2, 4) | Overlap: 4 | ETA: 9.5s | Index: 98 | Factors: {2: 1, 7: 2} | Step Time: 95.0ms

84,56,3,2,0.5623,13,1,9.18,85.0,-6.2999
→ (3, 2, 4, 1, 5) | Overlap: 3 | ETA: 9.2s | Index: 56 | Factors: {2: 3, 7: 1} | Step Time: 85.0ms

85,37,4,0,-0.0000,37,2,8.84,87.0,-4.8973
→ (2, 4, 1, 5, 3) | Overlap: 4 | ETA: 8.8s | Index: 37 | Factors: {37: 1} | Step Time: 87.0ms

86,77,4,0,0.6931,18,2,8.50,80.0,-5.6999
→ (4, 1, 5, 3, 2) | Overlap: 4 | ETA: 8.5s | Index: 77 | Factors: {7: 1, 11: 1} | Step Time: 80.0ms

87,20,4,0,0.6365,9,3,8.17,76.0,-4.9025
→ (1, 5, 3, 2, 4) | Overlap: 4 | ETA: 8.2s | Index: 20 | Factors: {2: 2, 5: 1} | Step Time: 76.0ms

88,111,4,0,0.6931,40,1,7.84,70.0,-5.2969
→ (5, 3, 2, 4, 1) | Overlap: 4 | ETA: 7.8s | Index: 111 | Factors: {3: 1, 37: 1} | Step Time: 70.0ms

89,36,3,1,0.6931,10,1,7.52,72.0,-4.7029
→ (2, 4, 1, 3, 5) | Overlap: 3 | ETA: 7.5s | Index: 36 | Factors: {2: 2, 3: 2} | Step Time: 72.0ms

90,75,4,1,0.6365,13,2,7.20,63.0,-4.8027
→ (4, 1, 3, 5, 2) | Overlap: 4 | ETA: 7.2s | Index: 75 | Factors: {3: 1, 5: 2} | Step Time: 63.0ms

91,10,4,1,0.6931,7,3,6.89,59.0,-4.8974
→ (1, 3, 5, 2, 4) | Overlap: 4 | ETA: 6.9s | Index: 10 | Factors: {2: 1, 5: 1} | Step Time: 59.0ms

92,69,4,0,0.6931,26,2,6.58,55.0,-3.9976
→ (3, 5, 2, 4, 1) | Overlap: 4 | ETA: 6.6s | Index: 69 | Factors: {3: 1, 23: 1} | Step Time: 55.0ms

93,106,4,0,0.6931,55,1,6.27,54.0,-3.1028
→ (5, 2, 4, 1, 3) | Overlap: 4 | ETA: 6.3s | Index: 106 | Factors: {2: 1, 53: 1} | Step Time: 54.0ms

94,74,3,1,0.6931,39,1,5.97,52.0,-3.5001
→ (4, 1, 3, 2, 5) | Overlap: 3 | ETA: 6.0s | Index: 74 | Factors: {2: 1, 37: 1} | Step Time: 52.0ms

95,7,4,0,-0.0000,7,3,5.68,51.0,-2.8986
→ (1, 3, 2, 5, 4) | Overlap: 4 | ETA: 5.7s | Index: 7 | Factors: {7: 1} | Step Time: 51.0ms

96,59,4,0,-0.0000,59,2,5.38,46.0,-2.9989
→ (3, 2, 5, 4, 1) | Overlap: 4 | ETA: 5.4s | Index: 59 | Factors: {59: 1} | Step Time: 46.0ms

97,46,4,0,0.6931,25,2,5.10,42.0,-2.8030
→ (2, 5, 4, 1, 3) | Overlap: 4 | ETA: 5.1s | Index: 46 | Factors: {2: 1, 23: 1} | Step Time: 42.0ms

98,115,4,1,0.6931,28,1,4.81,42.0,-2.9972
→ (5, 4, 1, 3, 2) | Overlap: 4 | ETA: 4.8s | Index: 115 | Factors: {5: 1, 23: 1} | Step Time: 42.0ms

99,54,2,0,0.5623,11,0,4.54,36.0,-2.7000
→ (3, 2, 1, 4, 5) | Overlap: 2 | ETA: 4.5s | Index: 54 | Factors: {2: 1, 3: 3} | Step Time: 36.0ms

100,27,4,1,-0.0000,9,2,4.26,33.0,-2.5998
→ (2, 1, 4, 5, 3) | Overlap: 4 | ETA: 4.3s | Index: 27 | Factors: {3: 3} | Step Time: 33.0ms

101,17,4,0,-0.0000,17,2,3.99,29.0,-2.6026
→ (1, 4, 5, 3, 2) | Overlap: 4 | ETA: 4.0s | Index: 17 | Factors: {17: 1} | Step Time: 29.0ms

102,95,4,0,0.6931,24,2,3.72,25.0,-2.8973
→ (4, 5, 3, 2, 1) | Overlap: 4 | ETA: 3.7s | Index: 95 | Factors: {5: 1, 19: 1} | Step Time: 25.0ms

103,110,4,1,1.0986,18,2,3.46,24.0,-2.8000
→ (5, 3, 2, 1, 4) | Overlap: 4 | ETA: 3.5s | Index: 110 | Factors: {2: 1, 5: 1, 11: 1} | Step Time: 24.0ms

104,26,3,1,0.6931,15,1,3.20,21.0,-3.0015
→ (2, 1, 4, 3, 5) | Overlap: 3 | ETA: 3.2s | Index: 26 | Factors: {2: 1, 13: 1} | Step Time: 21.0ms

105,15,4,0,0.6931,8,2,2.95,19.0,-2.6987
→ (1, 4, 3, 5, 2) | Overlap: 4 | ETA: 2.9s | Index: 15 | Factors: {3: 1, 5: 1} | Step Time: 19.0ms

106,89,4,0,-0.0000,89,2,2.70,15.0,-2.7000
→ (4, 3, 5, 2, 1) | Overlap: 4 | ETA: 2.7s | Index: 89 | Factors: {89: 1} | Step Time: 15.0ms

107,68,4,0,0.6365,21,2,2.45,14.0,-2.8001
→ (3, 5, 2, 1, 4) | Overlap: 4 | ETA: 2.5s | Index: 68 | Factors: {2: 2, 17: 1} | Step Time: 14.0ms

108,103,4,0,-0.0000,103,1,2.21,13.0,-2.2999
→ (5, 2, 1, 4, 3) | Overlap: 4 | ETA: 2.2s | Index: 103 | Factors: {103: 1} | Step Time: 13.0ms

109,14,3,0,0.6931,9,1,1.97,11.0,-2.2000
→ (1, 4, 3, 2, 5) | Overlap: 3 | ETA: 2.0s | Index: 14 | Factors: {2: 1, 7: 1} | Step Time: 11.0ms

110,87,4,0,0.6931,32,2,1.74,9.0,-2.0001
→ (4, 3, 2, 5, 1) | Overlap: 4 | ETA: 1.7s | Index: 87 | Factors: {3: 1, 29: 1} | Step Time: 9.0ms

111,58,4,1,0.6931,31,2,1.51,7.0,-1.7999
→ (3, 2, 5, 1, 4) | Overlap: 4 | ETA: 1.5s | Index: 58 | Factors: {2: 1, 29: 1} | Step Time: 7.0ms

112,43,4,0,-0.0000,43,2,1.28,5.0,-1.9001
→ (2, 5, 1, 4, 3) | Overlap: 4 | ETA: 1.3s | Index: 43 | Factors: {43: 1} | Step Time: 5.0ms

113,101,4,0,-0.0000,101,1,1.06,5.0,-1.6000
→ (5, 1, 4, 3, 2) | Overlap: 4 | ETA: 1.1s | Index: 101 | Factors: {101: 1} | Step Time: 5.0ms

114,86,3,0,0.6931,45,1,0.84,3.0,-1.6001
→ (4, 3, 2, 1, 5) | Overlap: 3 | ETA: 0.8s | Index: 86 | Factors: {2: 1, 43: 1} | Step Time: 3.0ms

115,55,4,0,0.6931,16,2,0.62,2.0,-1.2999
→ (3, 2, 1, 5, 4) | Overlap: 4 | ETA: 0.6s | Index: 55 | Factors: {5: 1, 11: 1} | Step Time: 2.0ms

116,29,4,0,-0.0000,29,2,0.41,2.0,-1.2000
→ (2, 1, 5, 4, 3) | Overlap: 4 | ETA: 0.4s | Index: 29 | Factors: {29: 1} | Step Time: 2.0ms

117,23,4,0,-0.0000,23,2,0.20,1.0,-1.2000
→ (1, 5, 4, 3, 2) | Overlap: 4 | ETA: 0.2s | Index: 23 | Factors: {23: 1} | Step Time: 1.0ms

118,119,4,0,0.6931,24,1,0.00,0.0,-1.1001
→ (5, 4, 3, 2, 1) | Overlap: 4 | ETA: 0.0s | Index: 119 | Factors: {7: 1, 17: 1} | Step Time: 0.0ms
